H;Ilves;Roni Kuukasjärvi;0;0;0;0;0;0
H;Lukko;Chris Harpur;2;0;0;0;659;0
H;HIFK;Ilari Melart;0;0;0;0;0;0
H;Jukurit;Linus Sjödin;2;0;0;0;942;1
H;K-Espoo;Eeli Salovaara;2;0;0;0;371;-1
H;JYP;Otto Mäkinen;2;0;0;0;602;-1
H;Jukurit;Verneri Ahonen;3;0;0;0;396;0
H;KooKoo;Joseph Berger;2;0;0;0;1193;0
H;Ässät;Eemeli Heinilä;0;0;0;0;0;0
H;KooKoo;Arttu Pelli;2;0;0;0;1184;-1
H;Ässät;Lasse Boelius;0;0;0;0;0;0
